Date & Status,Primary Flight Number,Flight Number,Airline,Origin,Status,Aircraft Info,CO2 Emission (kg)
"17 Jan 00:30
AKST",5X95,UPS95,United Parcel Service (UPS),Osaka (KIX / RJBB),Landed,Boeing 747-8F,61658
"17 Jan 00:36
AKST",AS111,ASA111,Alaska Airlines,Seattle (SEA / KSEA),Landed,Boeing 737-9,63461
"17 Jan 00:39
AKST",K4652,CKS652,Kalitta Air,Hong Kong (HKG / VHHH),Landed,Boeing 747-446SF,58869
"17 Jan 00:40
AKST",BR692,EVA692,EVA Airways,Taipei (TPE / RCTP),Landed,Boeing 777-F,74909
"17 Jan 00:55
AKST",KZ132,NCA132,Nippon Cargo Airlines,Tokyo (NRT / RJAA),Landed,Boeing 747-8,63256
"17 Jan 01:05
AKST",N8870,NCR870,National Airlines,Dallas (DFW / KDFW),Landed,Unknown,0
"17 Jan 01:17
AKST",K4650,CKS650,Kalitta Air,Hong Kong (HKG / VHHH),Landed,Boeing 747-4B5F,58869
"17 Jan 01:30
AKST",KE8235,KAL8235,Korean Air Lines,Seoul (ICN / RKSI),Landed,Boeing 777-FEZ,64120
"17 Jan 01:39
AKST",AS81,ASA81,Alaska Airlines,Seattle (SEA / KSEA),Landed,Boeing 737-990ER,63461
"17 Jan 01:40
AKST",CX2096,CPA2096,Cathay Pacific,Hong Kong (HKG / VHHH),Landed,Boeing 747-867F,61813
"17 Jan 01:55
AKST",BR660,EVA660,EVA Airways,Taipei (TPE / RCTP),Landed,Boeing 777-F,74909
"17 Jan 02:00
AKST",KE8231,KAL8231,Korean Air Lines,Seoul (ICN / RKSI),Landed,Boeing 777-F,64120
"17 Jan 02:00
AKST",CI5240,CAL5240,China Airlines,Taipei (TPE / RCTP),Landed,B744,59927
"17 Jan 02:05
AKST",CA8447,CAO8447,Air China,Chongqing (CKG / ZUCK),Landed,B77F,60160
"17 Jan 02:13
AKST",AS167,ASA167,Alaska Airlines,Seattle (SEA / KSEA),Landed,Boeing 737-900,61874
"17 Jan 02:39
AKST",AS7095,7095,Alaska Airlines,Seattle (SEA / KSEA),Landed,Boeing 737-790SF,59494
"17 Jan 02:50
AKST",K4815,CKS815,Kalitta Air,Zhengzhou (CGO / ZHCC),Landed,Boeing 747-4B5F,47248
"17 Jan 02:52
AKST",BR668,EVA668,EVA Airways,Taipei (TPE / RCTP),Landed,Boeing 777-200LR / Boeing 777F,74909
"17 Jan 02:59
AKST",KE8251,KAL8251,Korean Air Lines,Seoul (ICN / RKSI),Landed,Boeing 777-F,64120
"17 Jan 03:04
AKST",FX5432,FDX5432,Federal Express (FedEx),Memphis (MEM / KMEM),Landed,Boeing 777-FS2,112517
"17 Jan 03:12
AKST",CI5253,CAL5253,China Airlines,Dallas (DFW / KDFW),Landed,Boeing 747-400,87140
"17 Jan 03:17
AKST",FX19,FDX19,Federal Express (FedEx),Memphis (MEM / KMEM),Landed,Boeing 777-F,112517
"17 Jan 04:00
AKST",CV8481,CLX8481,Cargolux Airlines International,Hong Kong (HKG / VHHH),Landed,Boeing 747-8R7F,61813
"17 Jan 04:34
AKST",5X68,UPS68,United Parcel Service (UPS),Louisville (SDF / KSDF),Landed,Boeing 747-8F,89973
"17 Jan 04:39
AKST",CI5258,CAL5258,China Airlines,Taipei (TPE / RCTP),Landed,Boeing 747-409F,59927
"17 Jan 04:50
AKST",SQ7974,SIA7974,Singapore Airlines,Hong Kong (HKG / VHHH),Landed,Boeing 747-400,54748
"17 Jan 04:50
AKST",KO42,AER42,Alaska Central Express,Cordova (CDV / PACV),Landed,Beech 1900C-1,28331
